allergyName,medID,ConflictCheck
Pollen,98126844,True
Dust,93781967,False
Dust,03515156,False
Peanuts,03515156,True
Shellfish,03515156,True
Dust,66370351,False
Dust,06554162,False
Peanuts,89991822,False
Dust,89991822,True
Mold,49902495,True
Peanuts,19822172,False
Mold,19822172,False
Dust,41081277,False
Pollen,63087056,True
Pollen,21264636,True
Latex,79308866,False
Shellfish,27196767,True
Peanuts,27196767,False
Latex,27196767,True
Pollen,43050747,False
Peanuts,16030443,True
Pollen,30366468,True
Pollen,64510612,False
Mold,64510612,True
Shellfish,29262957,False
Mold,67692969,True
Peanuts,67692969,True
Shellfish,67692969,False
Pollen,72503204,False
Peanuts,72503204,True
Dust,72503204,False
Peanuts,77954692,False
Latex,77954692,False
Pollen,07884281,True
Peanuts,07884281,False
Shellfish,95495621,False
Pollen,81085911,True
Shellfish,81085911,True
Pollen,93872132,True
Peanuts,93872132,False
Latex,93872132,False
Peanuts,99805763,False
Dust,99805763,True
Mold,99805763,False
Dust,90626499,False
Shellfish,50485995,True
Pollen,50485995,True
Dust,50485995,False
Peanuts,19071073,False
Dust,19071073,False
Mold,46324232,True
Pollen,46324232,True
Latex,27153718,False
Pollen,27153718,True
Mold,27153718,True
Shellfish,37579585,False
Mold,37579585,True
Latex,37579585,False
Latex,32243853,False
Peanuts,32243853,False
Peanuts,67367102,True
Mold,67367102,True
Dust,67367102,False
Pollen,52764791,False
Peanuts,52764791,True
Latex,98234904,True
Peanuts,98234904,True
Shellfish,98234904,True
Pollen,55150346,True
Mold,55150346,True
Peanuts,07459174,False
Dust,07459174,True
Mold,81872743,False
Latex,81872743,True
Peanuts,81872743,False
Latex,98454320,False
Peanuts,98454320,True
Shellfish,88776403,False
Pollen,88776403,False
Latex,65584718,False
Dust,78466428,True
Latex,89788201,True
Latex,77988771,True
Dust,77988771,True
Mold,77988771,False
Mold,32376225,False
Dust,32376225,True
Mold,03736614,True
Pollen,03736614,False
Shellfish,03736614,True
Pollen,99292201,False
Mold,99292201,False
Dust,37165834,True
Peanuts,37165834,True
Mold,28606343,True
Pollen,28606343,False
Shellfish,28606343,False
Pollen,21482962,False
Latex,21482962,True
Pollen,61798493,False
Peanuts,46950761,False
Mold,46950761,True
Dust,46950761,True
Shellfish,50867471,True
Latex,50867471,True
Mold,71168298,True
Peanuts,71168298,True
Dust,99922311,False
Peanuts,99922311,True
Pollen,99922311,True
Mold,94963290,False
Latex,94963290,False
Peanuts,94963290,True
Shellfish,10937946,False
Dust,77454176,False
Shellfish,77454176,True
Peanuts,77454176,False
Mold,83358773,True
Dust,03002724,False
Latex,03002724,True
Pollen,81417728,False
Mold,81417728,False
Mold,47959227,True
Latex,47959227,True
Shellfish,82000442,True
Latex,82000442,True
Dust,82000442,False
Peanuts,78351196,False
Peanuts,65232378,False
Mold,65232378,False
Pollen,65232378,True
Shellfish,60700406,True
Dust,25131659,False
Pollen,47218972,False
Dust,80214475,False
Latex,80214475,False
Dust,37015817,False
Shellfish,37015817,False
Peanuts,49071388,True
Mold,98638055,True
Latex,32618754,False
Shellfish,32618754,True
Peanuts,32618754,False
Shellfish,41364049,True
Mold,41364049,True
Dust,76971380,True
Shellfish,76971380,False
Pollen,76971380,False
Pollen,22941679,False
Mold,62581237,True
Dust,62581237,False
Pollen,62581237,True
Pollen,86924554,True
Latex,41214248,False
Dust,41214248,False
Shellfish,41214248,False
Shellfish,06558706,True
Pollen,78921986,True
Mold,78921986,False
Latex,78921986,False
Mold,57614575,False
Latex,57614575,True
Latex,41813955,False
Mold,41813955,True
Pollen,88789781,False
Mold,88789781,False
Peanuts,24726823,False
Mold,27729012,False
Peanuts,27729012,False
Mold,53340149,True
Latex,53340149,True
Mold,03464293,False
Shellfish,03464293,True
Peanuts,03464293,False
Latex,03798916,True
Mold,03798916,False
Shellfish,03798916,True
Latex,77985558,False
Peanuts,77985558,True
Dust,33602535,False
Dust,51444861,False
Mold,90384573,True
Latex,90384573,False
Dust,33997015,False
Pollen,33997015,False
Peanuts,33997015,False
Latex,01647094,False
Dust,01647094,True
Latex,68055578,True
Dust,65903755,False
Peanuts,65903755,False
Pollen,65903755,False
Mold,76778170,True
Peanuts,76778170,False
Mold,34626413,False
Dust,34626413,False
Peanuts,34626413,True
Pollen,26424165,True
Dust,26424165,True
Shellfish,92204469,True
Mold,76733779,True
Peanuts,76733779,True
Pollen,76733779,True
Latex,21362224,True
Dust,21362224,True
Shellfish,21362224,True
Latex,27595401,True
Pollen,27595401,False
Peanuts,27595401,False
Peanuts,87295987,True
Shellfish,87295987,True
Mold,87295987,False
Peanuts,66344029,False
Peanuts,08348347,True
Pollen,08348347,True
Latex,08348347,False
Peanuts,30840103,False
Pollen,18113911,True
Shellfish,21085955,True
Dust,21085955,False
Pollen,83617943,True
Peanuts,05003234,False
Pollen,45980312,True
Peanuts,33795239,True
Pollen,33795239,False
Mold,33795239,True
Latex,52372142,True
Peanuts,52372142,True
Shellfish,52372142,True
Mold,57164499,True
Pollen,57164499,False
Dust,50373881,False
Latex,50373881,True
Pollen,21410691,True
Peanuts,21410691,True
Mold,30856635,False
Pollen,03765804,False
Shellfish,03765804,True
Dust,03765804,False
Shellfish,25967665,True
Peanuts,25967665,False
Pollen,25967665,True
Dust,67915642,True
Pollen,67915642,True
Latex,16256411,False
Shellfish,16256411,True
Mold,16256411,True
Dust,52224013,False
Mold,35249775,True
Shellfish,08423923,False
Mold,08423923,True
Mold,52078224,True
Latex,92436019,True
Pollen,92436019,False
Peanuts,39701605,True
Mold,47343883,True
Mold,62066090,False
Pollen,62066090,True
Shellfish,32994311,False
Dust,92425522,False
Latex,22429865,False
Pollen,22429865,True
Dust,22429865,True
Mold,19000147,True
Shellfish,19000147,True
Pollen,19000147,True
Pollen,35937492,True
Peanuts,34386394,False
Shellfish,34386394,True
Shellfish,56193786,False
Dust,56193786,False
Latex,56193786,False
Shellfish,83203867,False
Mold,83203867,False
Dust,83203867,True
Pollen,27334059,True
Mold,27334059,True
Peanuts,01015756,False
Latex,01015756,True
Peanuts,25315416,True
Pollen,25315416,True
Shellfish,85945837,True
Peanuts,85945837,True
Pollen,85945837,True
Dust,03309642,True
Dust,04863223,False
Pollen,04863223,True
Peanuts,68829690,True
Pollen,75197256,True
Latex,89425885,True
Peanuts,89425885,False
Dust,89425885,True
Shellfish,42915342,False
Peanuts,42915342,False
Pollen,32632831,False
Mold,32632831,True
Shellfish,22060858,True
Dust,22060858,True
Shellfish,05228161,True
Mold,73065279,True
Peanuts,66535827,True
Mold,66535827,True
Shellfish,36130009,True
Peanuts,36130009,True
Pollen,98189151,False
Mold,98189151,False
Dust,98189151,False
Dust,04542443,False
Pollen,24363015,False
Dust,24363015,True
Pollen,58411587,False
Shellfish,58411587,False
Mold,06588800,True
Pollen,06588800,False
Mold,47697988,True
Shellfish,74062613,False
Dust,74062613,True
Latex,73286698,False
Shellfish,73286698,False
Peanuts,59943644,False
Latex,59943644,True
Dust,59943644,False
Pollen,37180623,True
Shellfish,37180623,True
Dust,37180623,True
Dust,03960654,False
Latex,03960654,True
Peanuts,44245649,False
Latex,44245649,True
Dust,44245649,True
Mold,18977454,True
Pollen,18977454,True
Peanuts,18977454,False
Dust,91537516,False
Shellfish,91537516,False
Peanuts,91537516,False
Pollen,08598991,True
Latex,08598991,True
Peanuts,69390642,False
Pollen,93056453,False
Peanuts,16586047,False
Shellfish,83702953,True
Mold,64007753,True
Peanuts,64007753,True
Mold,61306730,True
Peanuts,02330393,True
Latex,02330393,True
Shellfish,02330393,True
Pollen,58517177,True
Peanuts,58517177,False
Dust,53185197,False
Mold,53185197,False
Pollen,14666681,True
Mold,14666681,False
Peanuts,14666681,False
Latex,65261734,True
Mold,65261734,False
Shellfish,05263079,True
Mold,05263079,False
Latex,05263079,False
Pollen,33005424,True
Latex,65578301,True
Mold,65578301,False
Peanuts,75207884,True
Shellfish,75207884,False
Dust,09168703,True
Latex,09168703,False
Mold,19553471,True
Pollen,19553471,True
Latex,54759267,True
Mold,54759267,True
Peanuts,25282670,False
Pollen,97003866,True
Dust,94478997,True
Dust,30995299,True
Shellfish,11491063,False
Latex,11491063,False
Mold,96007286,False
Dust,96007286,True
Pollen,96007286,False
Pollen,41338522,True
Peanuts,41338522,False
Peanuts,12107020,True
Mold,07241909,False
Pollen,07241909,False
Mold,27270393,False
Peanuts,27270393,False
Shellfish,70547073,True
Pollen,01806714,True
Peanuts,06834325,False
Shellfish,06834325,False
Shellfish,12848259,False
Peanuts,12848259,False
Pollen,55811191,True
Shellfish,30150925,True
Mold,30150925,True
Mold,30989246,False
Dust,30989246,False
Mold,68670285,True
Dust,51992054,True
Peanuts,51992054,True
Shellfish,51992054,True
Peanuts,00155533,True
Pollen,00155533,True
Mold,00155533,False
Pollen,71994571,False
Peanuts,71994571,True
Dust,01038638,True
Peanuts,01038638,True
Latex,76849427,True
Pollen,26150253,False
Peanuts,26150253,True
Latex,21073422,False
Dust,87328194,True
Peanuts,87328194,True
Mold,87328194,True
Mold,12791909,True
Latex,44121167,True
Mold,44121167,True
Dust,44121167,False
Pollen,74557855,True
Mold,31218449,True
Shellfish,31218449,False
Latex,40835110,True
Peanuts,40835110,False
Dust,40835110,True
Dust,69839208,True
Peanuts,74433062,True
Dust,74433062,True
Pollen,95238747,False
Latex,95238747,True
Dust,51653966,False
Mold,51653966,True
Shellfish,63095560,True
Mold,01407342,False
Pollen,01407342,True
Shellfish,39785558,True
Mold,34848594,False
Latex,79598067,True
Pollen,54250097,False
Shellfish,54250097,True
Peanuts,54250097,False
Shellfish,07127238,True
Peanuts,63896224,False
Shellfish,63896224,False
Dust,84460383,True
Latex,84460383,True
Latex,75120427,False
Peanuts,75120427,False
Latex,95853040,True
Peanuts,95853040,False
Mold,95853040,True
Shellfish,04854021,False
Mold,04854021,True
Peanuts,04854021,False
Peanuts,72327410,False
Latex,72327410,False
Peanuts,70342886,False
Dust,70453236,False
Mold,70453236,True
Latex,12791553,False
Mold,12002549,False
Latex,12002549,True
Mold,56785770,True
Peanuts,56785770,False
Shellfish,56785770,True
Dust,30177130,False
Peanuts,46972453,True
Mold,72938656,False
Peanuts,93233902,True
Dust,12663431,False
Mold,38484886,False
Shellfish,38484886,True
Dust,38484886,True
Dust,06061613,False
Peanuts,06061613,False
Mold,99925610,False
Pollen,99925610,True
Dust,99925610,True
Mold,67551442,False
Dust,67551442,False
Pollen,67551442,True
Pollen,38823352,False
Peanuts,38823352,False
Peanuts,75360860,True
Latex,75360860,False
Mold,75360860,True
Latex,36411337,True
Pollen,36411337,True
Shellfish,36411337,False
Shellfish,21291911,False
Dust,50532568,True
Shellfish,50532568,False
Dust,10844403,True
Peanuts,58319381,False
Latex,42618978,False
Latex,96608269,True
Shellfish,96608269,False
Pollen,96608269,True
Peanuts,40681332,True
Latex,40681332,False
Shellfish,40681332,False
Latex,43903114,False
Pollen,43903114,False
Latex,28679474,False
Pollen,39088831,False
Shellfish,39088831,True
Mold,39088831,False
Shellfish,29262963,False
Peanuts,29262963,True
Pollen,29262963,False
Latex,02151149,True
Pollen,02151149,True
Shellfish,85142761,False
Peanuts,66835282,False
Shellfish,15757992,True
Shellfish,40715037,True
Mold,99867588,True
Peanuts,99867588,True
Mold,56179482,False
Shellfish,56179482,True
Pollen,56179482,True
Shellfish,49115303,False
Latex,46192141,False
Shellfish,46192141,False
Mold,46192141,False
Shellfish,60638301,True
Dust,60638301,True
Latex,60638301,False
Shellfish,27679917,False
Shellfish,89245594,True
Mold,89245594,True
Latex,50348695,False
Mold,79450178,False
Peanuts,79450178,False
Mold,43094517,True
Latex,43094517,False
Peanuts,51384034,True
Mold,51384034,True
Dust,69328279,True
Shellfish,69328279,False
Peanuts,39369947,True
Latex,39369947,True
Shellfish,20608488,True
Peanuts,20608488,True
Mold,20608488,False
Mold,02582045,False
Latex,59902668,True
Latex,24766163,True
Peanuts,24766163,True
Shellfish,24766163,True
Dust,73046816,False
Mold,73046816,True
Shellfish,94453190,False
Dust,94453190,False
Mold,94453190,True
Mold,09170955,False
Shellfish,09170955,False
Latex,09170955,False
Latex,22936770,True
Shellfish,42672356,True
Dust,42672356,False
Latex,20102740,False
Peanuts,20102740,False
Latex,94332832,True
Pollen,94332832,True
Peanuts,94332832,True
Peanuts,52255783,False
Peanuts,78806766,True
Dust,97528980,False
Mold,97528980,False
Shellfish,28388682,True
Pollen,27985229,True
Dust,27985229,False
Shellfish,31729924,True
Shellfish,37386671,False
Dust,37386671,True
Mold,94394742,True
Pollen,94394742,False
Pollen,43815613,False
Shellfish,14465149,True
Peanuts,14465149,True
Shellfish,50699708,True
Latex,50699708,True
Shellfish,73970640,False
Dust,73970640,False
Pollen,55557224,True
Latex,55557224,False
Shellfish,55557224,False
Peanuts,00047341,True
Dust,00047341,True
Pollen,85129579,True
Dust,87303186,False
Peanuts,91965275,False
Shellfish,91965275,False
Mold,91965275,True
Pollen,79933112,True
Dust,79933112,False
Peanuts,79933112,True
Shellfish,95037963,False
Mold,95037963,True
Mold,88992173,False
Peanuts,87720538,False
Dust,87720538,True
Shellfish,66200337,False
Pollen,66200337,True
Dust,03554309,False
Latex,03554309,False
Peanuts,03554309,True
Mold,18125946,True
Dust,18125946,True
Latex,18125946,False
Mold,44805115,True
Mold,62997681,True
Dust,62997681,True
Latex,62997681,False
Dust,13144049,True
Dust,19771082,True
Latex,24303788,True
Shellfish,24303788,True
Shellfish,33560964,True
Mold,99408587,True
Shellfish,99408587,True
Peanuts,99408587,False
Mold,76209384,True
Latex,14437650,True
Pollen,46519512,False
Mold,46519512,False
Shellfish,96308634,True
Latex,67204709,False
Pollen,67204709,False
Pollen,17238526,True
Shellfish,17238526,True
Dust,17238526,True
Dust,85791208,True
Dust,09934414,True
Peanuts,09934414,False
Shellfish,09934414,True
Mold,94485316,True
Dust,94485316,True
Peanuts,60648684,False
Pollen,60648684,False
Mold,15997585,False
Pollen,15997585,True
Latex,89373181,False
Pollen,89373181,False
Mold,36022224,False
Peanuts,50567661,True
Latex,50567661,False
Shellfish,38755551,False
Latex,25866704,True
Pollen,71699779,True
Shellfish,29185470,False
Peanuts,29185470,False
Pollen,29185470,True
Peanuts,41232415,True
Dust,86607075,False
Latex,86607075,False
Pollen,86607075,True
Pollen,60717275,True
Peanuts,60717275,True
Mold,60717275,False
Pollen,62874965,True
Peanuts,70234751,False
Shellfish,70234751,True
Mold,61533911,True
Pollen,61533911,True
Latex,61533911,False
Dust,18744309,False
Pollen,18744309,False
Dust,29340410,True
Latex,29340410,True
Pollen,29340410,False
Latex,62042125,False
Shellfish,62042125,False
Peanuts,62042125,True
Peanuts,01413443,False
Mold,01413443,True
Dust,18627667,False
Peanuts,18627667,False
Latex,18627667,True
Latex,08728450,False
Pollen,08728450,False
Dust,88685411,False
Latex,88685411,False
Peanuts,98563707,False
Mold,98563707,True
Dust,98563707,False
Mold,53373600,False
Mold,24680565,True
Dust,24680565,True
Pollen,38545190,False
Dust,38545190,False
Latex,38545190,False
Dust,50609538,False
Pollen,50609538,False
Latex,50609538,False
Shellfish,10221526,True
Peanuts,10221526,True
Mold,09330122,False
Shellfish,53918062,False
Latex,98459906,False
Mold,98459906,False
Latex,22824841,False
Peanuts,11207427,False
Mold,11207427,True
Mold,49172659,False
Shellfish,49172659,True
Mold,53019503,True
Dust,79211051,False
Peanuts,40038110,False
Pollen,11996153,False
Mold,11996153,False
Peanuts,07008760,False
Dust,11263624,False
Latex,11263624,True
Peanuts,11263624,True
Dust,56714750,True
Latex,56714750,True
Pollen,56714750,True
Dust,72889176,False
Latex,72889176,True
Shellfish,72889176,False
Dust,38144769,False
Mold,38144769,True
Shellfish,38144769,True
Mold,74876955,False
Shellfish,74876955,False
Latex,74876955,True
Mold,89128051,True
Pollen,89128051,False
Latex,89128051,True
Mold,62057567,True
Pollen,62057567,True
Peanuts,62057567,True
Mold,71008650,True
Peanuts,76443740,True
Pollen,76443740,True
Mold,83761444,False
Latex,83761444,True
Pollen,91032818,False
Dust,91032818,True
Shellfish,60241288,True
Latex,70839443,False
Peanuts,93977077,False
Latex,93977077,True
Shellfish,08925444,True
Latex,38727494,False
Dust,95055327,True
Dust,08445637,True
Shellfish,92215972,True
Mold,92215972,True
Peanuts,92215972,True
Peanuts,87705810,False
Mold,87705810,True
Dust,87705810,True
Mold,84767909,True
Shellfish,84767909,True
Mold,16988187,True
Latex,16988187,True
Pollen,16988187,True
Dust,23075310,False
Shellfish,23075310,False
Latex,23075310,False
Pollen,81308528,True
Peanuts,81308528,False
Mold,81755884,True
Mold,92105967,True
Mold,20258085,False
Dust,46829479,True
Latex,30951531,False
Pollen,69818398,False
Peanuts,69818398,True
Shellfish,69818398,True
Mold,89611863,False
Pollen,89611863,True
Dust,31891188,True
Mold,61272309,True
Latex,33571059,False
Dust,33571059,False
Latex,64872601,True
Mold,64872601,True
Peanuts,21931739,False
Latex,21931739,False
Dust,21931739,False
Mold,83257591,False
Shellfish,07921300,True
Peanuts,35995176,False
Latex,89293712,False
Shellfish,44838151,False
Peanuts,44838151,True
Peanuts,84314606,True
Latex,31268090,False
Peanuts,31268090,False
Dust,31268090,False
Dust,81988913,True
Pollen,81988913,False
Pollen,90894116,False
Mold,90894116,True
Latex,11544593,True
Shellfish,79235057,True
Latex,79235057,False
Pollen,79235057,True
Mold,00067019,True
Mold,94165754,False
Pollen,01631172,False
Latex,01631172,False
Pollen,81348427,True
Latex,68987521,False
Shellfish,90801271,False
Mold,65828702,True
Shellfish,65828702,False
Peanuts,65828702,False
Shellfish,99209217,False
Pollen,99209217,True
Dust,85904143,False
Shellfish,85904143,True
Shellfish,81119747,False
Mold,81119747,True
Dust,11474720,True
Dust,18759127,False
